path,duration,id,category,split
02 Electro House/Climbing Line Bass.mp3,7.758367,02_Electro_House_Climbing_Line_Bass,Bass,train
02 Electro House/Clipping Beat Topper.mp3,3.84,02_Electro_House_Clipping_Beat_Topper,Electronic Beats,train
02 Electro House/Cocooned Synth Layers.mp3,7.601633,02_Electro_House_Cocooned_Synth_Layers,Keyboards,train
02 Electro House/Comic Relief Synth.mp3,7.758367,02_Electro_House_Comic_Relief_Synth,Keyboards,train
02 Electro House/Complete Package Beat.mp3,3.94449,02_Electro_House_Complete_Package_Beat,Electronic Beats,train
02 Electro House/Complex Loop Bass.mp3,7.601633,02_Electro_House_Complex_Loop_Bass,Bass,train
02 Electro House/Complextro Machine Bass.mp3,7.601633,02_Electro_House_Complextro_Machine_Bass,Bass,train
02 Electro House/Concept Car Bass.mp3,7.758367,02_Electro_House_Concept_Car_Bass,Bass,valid
02 Electro House/Connected Tube Bass.mp3,3.84,02_Electro_House_Connected_Tube_Bass,Bass,train
02 Electro House/Contortion Bass.mp3,7.601633,02_Electro_House_Contortion_Bass,Bass,train
02 Electro House/Cool Conclusion Bass.mp3,7.758367,02_Electro_House_Cool_Conclusion_Bass,Bass,train
02 Electro House/Cool Dub Bass.mp3,3.84,02_Electro_House_Cool_Dub_Bass,Bass,train
02 Electro House/Cool Slide Synth Layers.mp3,7.601633,02_Electro_House_Cool_Slide_Synth_Layers,Keyboards,train
02 Electro House/Core Sample Bass.mp3,3.84,02_Electro_House_Core_Sample_Bass,Bass,train
02 Electro House/Cow Bell Topper.mp3,3.84,02_Electro_House_Cow_Bell_Topper,Electronic Beats,train
02 Electro House/Cross Spectrum Bass.mp3,3.84,02_Electro_House_Cross_Spectrum_Bass,Bass,train
02 Electro House/Crowd Pleaser Bass.mp3,7.601633,02_Electro_House_Crowd_Pleaser_Bass,Bass,test
02 Electro House/Crowd Wave Bass.mp3,7.601633,02_Electro_House_Crowd_Wave_Bass,Bass,train
02 Electro House/Crunchy Clap Topper.mp3,3.84,02_Electro_House_Crunchy_Clap_Topper,Electronic Beats,train
02 Electro House/Crushed Shuffle Bass.mp3,7.601633,02_Electro_House_Crushed_Shuffle_Bass,Bass,train
02 Electro House/Cutting Theme Synth.mp3,7.601633,02_Electro_House_Cutting_Theme_Synth,Keyboards,valid
02 Electro House/Dance Floor Blaze Bass.mp3,7.601633,02_Electro_House_Dance_Floor_Blaze_Bass,Bass,train
02 Electro House/Dance Inferno Bass.mp3,7.601633,02_Electro_House_Dance_Inferno_Bass,Bass,test
02 Electro House/Dark Clap Topper 2.mp3,3.84,02_Electro_House_Dark_Clap_Topper_2,Electronic Beats,valid
02 Electro House/Dark Cloud Synth.mp3,7.601633,02_Electro_House_Dark_Cloud_Synth,Keyboards,train
02 Electro House/Dark Gated Synth Layers.mp3,7.601633,02_Electro_House_Dark_Gated_Synth_Layers,Keyboards,train
02 Electro House/Dark Star Bass.mp3,7.601633,02_Electro_House_Dark_Star_Bass,Bass,train
02 Electro House/Data Dump Bass.mp3,3.84,02_Electro_House_Data_Dump_Bass,Bass,train
02 Electro House/Data Purge Synth Layers.mp3,7.601633,02_Electro_House_Data_Purge_Synth_Layers,Keyboards,train
02 Electro House/Data Strum Synth Layers.mp3,7.601633,02_Electro_House_Data_Strum_Synth_Layers,Keyboards,valid
02 Electro House/Daybreak Beach Chord Layers.mp3,7.601633,02_Electro_House_Daybreak_Beach_Chord_Layers,Keyboards,train
02 Electro House/Daybreak Beach Piano Lead.mp3,7.601633,02_Electro_House_Daybreak_Beach_Piano_Lead,Keyboards,valid
02 Electro House/Daybreak Beach Pluck Lead.mp3,7.601633,02_Electro_House_Daybreak_Beach_Pluck_Lead,Keyboards,train
02 Electro House/Daybreak Beach Synth Lead 01.mp3,7.601633,02_Electro_House_Daybreak_Beach_Synth_Lead_01,Keyboards,train
02 Electro House/Daybreak Beach Synth Lead 02.mp3,7.601633,02_Electro_House_Daybreak_Beach_Synth_Lead_02,Keyboards,train
02 Electro House/Daybreak Beach Synth Pad.mp3,7.601633,02_Electro_House_Daybreak_Beach_Synth_Pad,Keyboards,train
02 Electro House/Daybreak Beach Topper.mp3,7.601633,02_Electro_House_Daybreak_Beach_Topper,Electronic Beats,train
02 Electro House/Decimal Funk Bass.mp3,3.84,02_Electro_House_Decimal_Funk_Bass,Bass,valid
02 Electro House/Deep Cycles Beat.mp3,3.84,02_Electro_House_Deep_Cycles_Beat,Electronic Beats,valid
02 Electro House/Deep Dream Synth.mp3,7.601633,02_Electro_House_Deep_Dream_Synth,Keyboards,train
02 Electro House/Deep Intensity Beat.mp3,3.84,02_Electro_House_Deep_Intensity_Beat,Electronic Beats,train
02 Electro House/Deep Shuffle Bass.mp3,7.601633,02_Electro_House_Deep_Shuffle_Bass,Bass,train
02 Electro House/Deep Shuffle Beat.mp3,3.84,02_Electro_House_Deep_Shuffle_Beat,Electronic Beats,train
02 Electro House/Deep Turn Bass.mp3,7.601633,02_Electro_House_Deep_Turn_Bass,Bass,train
02 Electro House/Defiant Lead Synth.mp3,7.758367,02_Electro_House_Defiant_Lead_Synth,Keyboards,train
02 Electro House/Deflector Shield Bass.mp3,7.601633,02_Electro_House_Deflector_Shield_Bass,Bass,train
02 Electro House/Delayed Decoy Synth.mp3,7.758367,02_Electro_House_Delayed_Decoy_Synth,Keyboards,train
02 Electro House/Deluxe Wub Bass.mp3,7.601633,02_Electro_House_Deluxe_Wub_Bass,Bass,train
02 Electro House/Detuned Dynamite Bass.mp3,7.601633,02_Electro_House_Detuned_Dynamite_Bass,Bass,train
02 Electro House/Detuned Glide Bass.mp3,7.758367,02_Electro_House_Detuned_Glide_Bass,Bass,train
02 Electro House/Diamond Sky Bass.mp3,7.601633,02_Electro_House_Diamond_Sky_Bass,Bass,train
02 Electro House/Dig Deep Bass.mp3,7.601633,02_Electro_House_Dig_Deep_Bass,Bass,valid
02 Electro House/Digging Deep Synth.mp3,7.601633,02_Electro_House_Digging_Deep_Synth,Keyboards,train
02 Electro House/Digital Funk Bass.mp3,7.601633,02_Electro_House_Digital_Funk_Bass,Bass,train
02 Electro House/Digital Material Bass.mp3,7.601633,02_Electro_House_Digital_Material_Bass,Bass,train
02 Electro House/Disco Core Beat.mp3,3.84,02_Electro_House_Disco_Core_Beat,Electronic Beats,train
02 Electro House/Disco Queen Layers.mp3,7.601633,02_Electro_House_Disco_Queen_Layers,Keyboards,train
02 Electro House/Disk Array Synth Layers.mp3,7.601633,02_Electro_House_Disk_Array_Synth_Layers,Keyboards,train
02 Electro House/Dizzy Control Bass.mp3,7.601633,02_Electro_House_Dizzy_Control_Bass,Bass,train
02 Electro House/DJ Appreciation Bass.mp3,7.758367,02_Electro_House_DJ_Appreciation_Bass,Bass,train
02 Electro House/Doomsayer Bass.mp3,7.758367,02_Electro_House_Doomsayer_Bass,Bass,train
02 Electro House/Double Down Topper.mp3,3.94449,02_Electro_House_Double_Down_Topper,Electronic Beats,train
02 Electro House/Downtown Hook Beat 01.mp3,3.84,02_Electro_House_Downtown_Hook_Beat_01,Electronic Beats,train
02 Electro House/Downtown Hook Beat 02.mp3,3.84,02_Electro_House_Downtown_Hook_Beat_02,Electronic Beats,train
02 Electro House/Downtown Hook Beat 03.mp3,3.84,02_Electro_House_Downtown_Hook_Beat_03,Electronic Beats,train
02 Electro House/Drill Bit Bass.mp3,7.601633,02_Electro_House_Drill_Bit_Bass,Bass,train
02 Electro House/Dual Oscillators Bass.mp3,3.94449,02_Electro_House_Dual_Oscillators_Bass,Bass,train
02 Electro House/Dutch Trumpet Synth.mp3,7.758367,02_Electro_House_Dutch_Trumpet_Synth,Keyboards,train
02 Electro House/Elastic Bass.mp3,7.601633,02_Electro_House_Elastic_Bass,Bass,train
02 Electro House/Electrical Arc Bass.mp3,7.601633,02_Electro_House_Electrical_Arc_Bass,Bass,train
02 Electro House/Electro Amped Bass.mp3,3.84,02_Electro_House_Electro_Amped_Bass,Bass,train
02 Electro House/Electro Clap Topper.mp3,3.84,02_Electro_House_Electro_Clap_Topper,Electronic Beats,train
02 Electro House/Electro Snare Topper.mp3,3.84,02_Electro_House_Electro_Snare_Topper,Electronic Beats,train
02 Electro House/Electro Topper 01.mp3,3.84,02_Electro_House_Electro_Topper_01,Electronic Beats,train
02 Electro House/Electro Topper 02.mp3,3.84,02_Electro_House_Electro_Topper_02,Electronic Beats,train
02 Electro House/Electro Topper 03.mp3,3.84,02_Electro_House_Electro_Topper_03,Electronic Beats,train
02 Electro House/Electro Topper 04.mp3,3.84,02_Electro_House_Electro_Topper_04,Electronic Beats,train
02 Electro House/Electro Topper 05.mp3,3.84,02_Electro_House_Electro_Topper_05,Electronic Beats,train
02 Electro House/Electro Topper 06.mp3,3.84,02_Electro_House_Electro_Topper_06,Electronic Beats,train
02 Electro House/Electro Topper 07.mp3,3.84,02_Electro_House_Electro_Topper_07,Electronic Beats,train
02 Electro House/Electro Topper 08.mp3,3.84,02_Electro_House_Electro_Topper_08,Electronic Beats,train
02 Electro House/Electro Topper 09.mp3,3.84,02_Electro_House_Electro_Topper_09,Electronic Beats,train
02 Electro House/Electro Topper 10.mp3,3.84,02_Electro_House_Electro_Topper_10,Electronic Beats,test
02 Electro House/Electro Topper 11.mp3,3.84,02_Electro_House_Electro_Topper_11,Electronic Beats,train
02 Electro House/Electro Topper 12.mp3,3.84,02_Electro_House_Electro_Topper_12,Electronic Beats,train
02 Electro House/Electro Topper 13.mp3,3.84,02_Electro_House_Electro_Topper_13,Electronic Beats,train
02 Electro House/Electro Topper 14.mp3,3.84,02_Electro_House_Electro_Topper_14,Electronic Beats,train
02 Electro House/Electro Waves Bass.mp3,3.84,02_Electro_House_Electro_Waves_Bass,Bass,train
02 Electro House/Elegant Groove Bass.mp3,7.601633,02_Electro_House_Elegant_Groove_Bass,Bass,train
02 Electro House/Elevated Synth Arp.mp3,7.601633,02_Electro_House_Elevated_Synth_Arp,Keyboards,train
02 Electro House/Elevated Synth Lead 01.mp3,7.601633,02_Electro_House_Elevated_Synth_Lead_01,Keyboards,train
02 Electro House/Elevated Synth Lead 02.mp3,7.601633,02_Electro_House_Elevated_Synth_Lead_02,Keyboards,train
02 Electro House/Elevated Synth Lead 03.mp3,7.601633,02_Electro_House_Elevated_Synth_Lead_03,Keyboards,train
02 Electro House/Elevated Synth Lead 04.mp3,7.601633,02_Electro_House_Elevated_Synth_Lead_04,Keyboards,train
02 Electro House/Enigmatic Buzz Bass.mp3,7.758367,02_Electro_House_Enigmatic_Buzz_Bass,Bass,train
02 Electro House/Epic Anthem Synth.mp3,7.601633,02_Electro_House_Epic_Anthem_Synth,Keyboards,train
02 Electro House/Epic Runner Bass.mp3,7.601633,02_Electro_House_Epic_Runner_Bass,Bass,train
02 Electro House/Expectation Bass.mp3,3.94449,02_Electro_House_Expectation_Bass,Bass,train
02 Electro House/Fallout Shelter Bass.mp3,7.601633,02_Electro_House_Fallout_Shelter_Bass,Bass,train
02 Electro House/Fast Future Chord Layers.mp3,7.601633,02_Electro_House_Fast_Future_Chord_Layers,Keyboards,train
02 Electro House/Fast Future Detuned Arp.mp3,7.601633,02_Electro_House_Fast_Future_Detuned_Arp,Keyboards,train
02 Electro House/Fast Future FX Riser.mp3,7.601633,02_Electro_House_Fast_Future_FX_Riser,Keyboards,train
02 Electro House/Fast Future Synth Lead 01.mp3,7.601633,02_Electro_House_Fast_Future_Synth_Lead_01,Keyboards,train
02 Electro House/Fast Future Synth Lead 02.mp3,7.601633,02_Electro_House_Fast_Future_Synth_Lead_02,Keyboards,train
02 Electro House/Fast Future Synth Lead 03.mp3,7.601633,02_Electro_House_Fast_Future_Synth_Lead_03,Keyboards,valid
02 Electro House/Fast Future Synth Pad.mp3,7.601633,02_Electro_House_Fast_Future_Synth_Pad,Keyboards,train
02 Electro House/Fast Future Topper.mp3,7.601633,02_Electro_House_Fast_Future_Topper,Electronic Beats,train
02 Electro House/Fast Gated Synth.mp3,7.758367,02_Electro_House_Fast_Gated_Synth,Keyboards,valid
02 Electro House/Fast Hat Beat.mp3,3.84,02_Electro_House_Fast_Hat_Beat,Electronic Beats,train
02 Electro House/Fast Track Bass.mp3,7.601633,02_Electro_House_Fast_Track_Bass,Bass,train
02 Electro House/Feel Good Wub Bass.mp3,7.758367,02_Electro_House_Feel_Good_Wub_Bass,Bass,train
02 Electro House/Festival Kick 07.mp3,1.959184,02_Electro_House_Festival_Kick_07,Drums,train
02 Electro House/Filter Funk Bass.mp3,3.84,02_Electro_House_Filter_Funk_Bass,Bass,train
02 Electro House/Fire Phaser Synth.mp3,7.758367,02_Electro_House_Fire_Phaser_Synth,Keyboards,valid
02 Electro House/Flash Freeze Bass.mp3,7.758367,02_Electro_House_Flash_Freeze_Bass,Bass,train
02 Electro House/Flexible Feel Bass.mp3,7.758367,02_Electro_House_Flexible_Feel_Bass,Bass,test
02 Electro House/Flip Bit Synth Layers.mp3,7.601633,02_Electro_House_Flip_Bit_Synth_Layers,Keyboards,test
02 Electro House/Flooded Synth Layers.mp3,7.601633,02_Electro_House_Flooded_Synth_Layers,Keyboards,train
02 Electro House/Floor Fever Bass.mp3,7.758367,02_Electro_House_Floor_Fever_Bass,Bass,train
02 Electro House/Floor Sweeper Bass.mp3,7.601633,02_Electro_House_Floor_Sweeper_Bass,Bass,train
02 Electro House/Fluid Emotion Synth.mp3,7.601633,02_Electro_House_Fluid_Emotion_Synth,Keyboards,train
02 Electro House/Footfall Groove Synth.mp3,7.758367,02_Electro_House_Footfall_Groove_Synth,Keyboards,train
02 Electro House/Forbidden Place Chord Layers.mp3,7.601633,02_Electro_House_Forbidden_Place_Chord_Layers,Keyboards,train
02 Electro House/Forbidden Place Synth Lead 01.mp3,7.601633,02_Electro_House_Forbidden_Place_Synth_Lead_01,Keyboards,test
02 Electro House/Forbidden Place Synth Lead 02.mp3,7.601633,02_Electro_House_Forbidden_Place_Synth_Lead_02,Keyboards,train
02 Electro House/Forbidden Place Synth Lead 03.mp3,7.601633,02_Electro_House_Forbidden_Place_Synth_Lead_03,Keyboards,train
02 Electro House/Forbidden Place Synth Lead 04.mp3,7.601633,02_Electro_House_Forbidden_Place_Synth_Lead_04,Keyboards,train
02 Electro House/Foreign Exchange Topper.mp3,3.94449,02_Electro_House_Foreign_Exchange_Topper,Electronic Beats,train
02 Electro House/Formidable Future Bass.mp3,7.601633,02_Electro_House_Formidable_Future_Bass,Bass,valid
02 Electro House/Formula One Bass.mp3,3.84,02_Electro_House_Formula_One_Bass,Bass,train
02 Electro House/Formula Pop Synth.mp3,7.758367,02_Electro_House_Formula_Pop_Synth,Keyboards,train
02 Electro House/Four Four Beat.mp3,3.84,02_Electro_House_Four_Four_Beat,Electronic Beats,train
02 Electro House/Free Radical Synth.mp3,7.758367,02_Electro_House_Free_Radical_Synth,Keyboards,train
02 Electro House/Frenzy Synth.mp3,7.601633,02_Electro_House_Frenzy_Synth,Keyboards,train
02 Electro House/Frequency Hack Bass.mp3,3.84,02_Electro_House_Frequency_Hack_Bass,Bass,train
02 Electro House/Full Speed Bass.mp3,3.84,02_Electro_House_Full_Speed_Bass,Bass,train
02 Electro House/Full Stretch Bass.mp3,7.601633,02_Electro_House_Full_Stretch_Bass,Bass,train
02 Electro House/Funk Surprise Bass.mp3,3.84,02_Electro_House_Funk_Surprise_Bass,Bass,test
02 Electro House/Funky Chiptune Layer 01.mp3,7.601633,02_Electro_House_Funky_Chiptune_Layer_01,Keyboards,train
02 Electro House/Funky Chiptune Layer 02.mp3,7.601633,02_Electro_House_Funky_Chiptune_Layer_02,Keyboards,test
02 Electro House/Funky Chiptune Layer 03.mp3,7.601633,02_Electro_House_Funky_Chiptune_Layer_03,Keyboards,train
02 Electro House/Fuzzy Waves Bass.mp3,7.601633,02_Electro_House_Fuzzy_Waves_Bass,Bass,train
02 Electro House/Garage Wub Bass.mp3,7.601633,02_Electro_House_Garage_Wub_Bass,Bass,train
02 Electro House/Garbled Riff Synth.mp3,3.94449,02_Electro_House_Garbled_Riff_Synth,Keyboards,valid
02 Electro House/Gear Alignment Synth.mp3,7.758367,02_Electro_House_Gear_Alignment_Synth,Keyboards,train
02 Electro House/Gear Shifting Bass.mp3,7.758367,02_Electro_House_Gear_Shifting_Bass,Bass,train
02 Electro House/Gene Sequence Bass.mp3,7.601633,02_Electro_House_Gene_Sequence_Bass,Bass,train
02 Electro House/Giant Anthem Synth.mp3,7.601633,02_Electro_House_Giant_Anthem_Synth,Keyboards,train
02 Electro House/Gliding Pitch Bass.mp3,7.758367,02_Electro_House_Gliding_Pitch_Bass,Bass,train
02 Electro House/Gliding Up Bass.mp3,7.601633,02_Electro_House_Gliding_Up_Bass,Bass,valid
02 Electro House/Go Again Synth Layers.mp3,7.601633,02_Electro_House_Go_Again_Synth_Layers,Keyboards,train
02 Electro House/Gold Disc Synth Layers.mp3,7.601633,02_Electro_House_Gold_Disc_Synth_Layers,Keyboards,train
02 Electro House/Grizzled Gear Bass.mp3,7.601633,02_Electro_House_Grizzled_Gear_Bass,Bass,train
02 Electro House/Grooving Hook Bass.mp3,7.758367,02_Electro_House_Grooving_Hook_Bass,Bass,train
02 Electro House/Ground Hum Bass.mp3,7.601633,02_Electro_House_Ground_Hum_Bass,Bass,train
02 Electro House/Gyroscope Synth Layers.mp3,7.601633,02_Electro_House_Gyroscope_Synth_Layers,Keyboards,train
02 Electro House/Hammerhead Bass.mp3,7.601633,02_Electro_House_Hammerhead_Bass,Bass,train
02 Electro House/Hand Riser Bass.mp3,7.758367,02_Electro_House_Hand_Riser_Bass,Bass,train
02 Electro House/Hands Reaching Synth.mp3,7.601633,02_Electro_House_Hands_Reaching_Synth,Keyboards,train
02 Electro House/Hard Grinding Bass.mp3,7.601633,02_Electro_House_Hard_Grinding_Bass,Bass,train
02 Electro House/Hard Knocks Topper.mp3,3.94449,02_Electro_House_Hard_Knocks_Topper,Electronic Beats,train
02 Electro House/Hat Clap Shuffle Topper.mp3,3.84,02_Electro_House_Hat_Clap_Shuffle_Topper,Electronic Beats,train
02 Electro House/Haunting Slide Bass.mp3,7.758367,02_Electro_House_Haunting_Slide_Bass,Bass,train
02 Electro House/Heavy Crushed Bass.mp3,7.601633,02_Electro_House_Heavy_Crushed_Bass,Bass,train
02 Electro House/Heavy Kicker Beat.mp3,3.84,02_Electro_House_Heavy_Kicker_Beat,Electronic Beats,train
02 Electro House/Heavy Pulsing Bass.mp3,3.84,02_Electro_House_Heavy_Pulsing_Bass,Bass,valid
02 Electro House/Heavy Rotation Bass.mp3,7.601633,02_Electro_House_Heavy_Rotation_Bass,Bass,train
02 Electro House/Heavy Shuffle Beat.mp3,3.84,02_Electro_House_Heavy_Shuffle_Beat,Electronic Beats,train
02 Electro House/Heyday Synth Layers.mp3,7.601633,02_Electro_House_Heyday_Synth_Layers,Keyboards,train
02 Electro House/High Alert Bass.mp3,7.601633,02_Electro_House_High_Alert_Bass,Bass,train
02 Electro House/High Low Bass.mp3,7.758367,02_Electro_House_High_Low_Bass,Bass,train
02 Electro House/High Pass Hit Topper.mp3,3.84,02_Electro_House_High_Pass_Hit_Topper,Electronic Beats,valid
02 Electro House/High Score Bass.mp3,7.758367,02_Electro_House_High_Score_Bass,Bass,train
02 Electro House/Hit 80s FM Bass.mp3,7.601633,02_Electro_House_Hit_80s_FM_Bass,Bass,train
02 Electro House/Hold On Synth Layers.mp3,7.601633,02_Electro_House_Hold_On_Synth_Layers,Keyboards,train
02 Electro House/Holding Pattern Synth.mp3,7.758367,02_Electro_House_Holding_Pattern_Synth,Keyboards,train
02 Electro House/Homeland Synth Layers.mp3,7.601633,02_Electro_House_Homeland_Synth_Layers,Keyboards,train
02 Electro House/Honking Snare Roll Topper.mp3,3.84,02_Electro_House_Honking_Snare_Roll_Topper,Electronic Beats,train
02 Electro House/Hotel Studio Bass.mp3,7.758367,02_Electro_House_Hotel_Studio_Bass,Bass,train
02 Electro House/House Clap Topper.mp3,3.84,02_Electro_House_House_Clap_Topper,Electronic Beats,train
02 Electro House/Humble Pie Synth Layers.mp3,7.601633,02_Electro_House_Humble_Pie_Synth_Layers,Keyboards,train
02 Electro House/Hunter Seeker Topper.mp3,3.94449,02_Electro_House_Hunter_Seeker_Topper,Electronic Beats,train
02 Electro House/Hyped Hat Topper.mp3,3.94449,02_Electro_House_Hyped_Hat_Topper,Electronic Beats,train
02 Electro House/Icy Fauna Synth Layers.mp3,7.601633,02_Electro_House_Icy_Fauna_Synth_Layers,Keyboards,train
02 Electro House/Implosion Chordal Synth.mp3,7.758367,02_Electro_House_Implosion_Chordal_Synth,Keyboards,train
02 Electro House/Industrial Equipment Bass.mp3,3.84,02_Electro_House_Industrial_Equipment_Bass,Bass,train
02 Electro House/Inside Out Bass.mp3,3.84,02_Electro_House_Inside_Out_Bass,Bass,train
02 Electro House/Inspired Hook Synth.mp3,7.758367,02_Electro_House_Inspired_Hook_Synth,Keyboards,valid
02 Electro House/Instant Glamour Bass.mp3,7.601633,02_Electro_House_Instant_Glamour_Bass,Bass,train
02 Electro House/Instant House Topper.mp3,3.84,02_Electro_House_Instant_House_Topper,Electronic Beats,valid
02 Electro House/Interlocking Part Bass.mp3,3.84,02_Electro_House_Interlocking_Part_Bass,Bass,test
02 Electro House/Ion Drive Chord Synth.mp3,7.758367,02_Electro_House_Ion_Drive_Chord_Synth,Keyboards,train
02 Electro House/Island Paradise FX Riser.mp3,7.601633,02_Electro_House_Island_Paradise_FX_Riser,Keyboards,train
02 Electro House/Island Paradise Music.mp3,7.601633,02_Electro_House_Island_Paradise_Music,Keyboards,train
02 Electro House/Island Paradise Pluck Lead.mp3,7.601633,02_Electro_House_Island_Paradise_Pluck_Lead,Keyboards,valid
02 Electro House/Island Paradise Synth Lead.mp3,7.601633,02_Electro_House_Island_Paradise_Synth_Lead,Keyboards,train
02 Electro House/Island Paradise Synth Plucks.mp3,7.601633,02_Electro_House_Island_Paradise_Synth_Plucks,Keyboards,train
02 Electro House/Island Paradise Topper.mp3,7.601633,02_Electro_House_Island_Paradise_Topper,Electronic Beats,train
02 Electro House/Italo Disco Bass.mp3,7.758367,02_Electro_House_Italo_Disco_Bass,Bass,valid
02 Electro House/Jackhammer Bass.mp3,7.601633,02_Electro_House_Jackhammer_Bass,Bass,train
02 Electro House/Jag Chord Synth Layers.mp3,7.601633,02_Electro_House_Jag_Chord_Synth_Layers,Keyboards,train
02 Electro House/Jump Up Bass.mp3,7.601633,02_Electro_House_Jump_Up_Bass,Bass,train
02 Electro House/Jump Up Beat.mp3,3.84,02_Electro_House_Jump_Up_Beat,Electronic Beats,train
02 Electro House/Kinda Complex Bass.mp3,7.601633,02_Electro_House_Kinda_Complex_Bass,Bass,train
02 Electro House/Laid Back Beat.mp3,3.84,02_Electro_House_Laid_Back_Beat,Electronic Beats,train
02 Electro House/Laser Blaster Beat.mp3,3.84,02_Electro_House_Laser_Blaster_Beat,Electronic Beats,train
02 Electro House/Launchpad Synth Layers.mp3,7.758367,02_Electro_House_Launchpad_Synth_Layers,Keyboards,train
02 Electro House/Lava Flow Bass.mp3,7.601633,02_Electro_House_Lava_Flow_Bass,Bass,train
02 Electro House/Layered Organ Synth.mp3,7.758367,02_Electro_House_Layered_Organ_Synth,Keyboards,train
02 Electro House/Legit Copy Bass.mp3,7.601633,02_Electro_House_Legit_Copy_Bass,Bass,train
02 Electro House/Level Up Bass.mp3,7.601633,02_Electro_House_Level_Up_Bass,Bass,train
02 Electro House/Liquid Metal Synth.mp3,7.758367,02_Electro_House_Liquid_Metal_Synth,Keyboards,train
02 Electro House/Lockstep Beat 01.mp3,4.101224,02_Electro_House_Lockstep_Beat_01,Electronic Beats,train
02 Electro House/Lockstep Beat 02.mp3,4.101224,02_Electro_House_Lockstep_Beat_02,Electronic Beats,train
02 Electro House/Loft Party Bass.mp3,7.758367,02_Electro_House_Loft_Party_Bass,Bass,test
02 Electro House/Lone Rouge Bass.mp3,7.601633,02_Electro_House_Lone_Rouge_Bass,Bass,test
02 Electro House/Lookout Below Bass.mp3,7.601633,02_Electro_House_Lookout_Below_Bass,Bass,train
02 Electro House/Lost in Ibiza Chord Layers.mp3,7.601633,02_Electro_House_Lost_in_Ibiza_Chord_Layers,Keyboards,test
02 Electro House/Lost in Ibiza Pluck Lead.mp3,7.601633,02_Electro_House_Lost_in_Ibiza_Pluck_Lead,Keyboards,train
02 Electro House/Lost in Ibiza Synth Lead 01.mp3,7.601633,02_Electro_House_Lost_in_Ibiza_Synth_Lead_01,Keyboards,train
02 Electro House/Lost in Ibiza Synth Lead 02.mp3,7.601633,02_Electro_House_Lost_in_Ibiza_Synth_Lead_02,Keyboards,train
02 Electro House/Love Prevails Chord Layers.mp3,7.601633,02_Electro_House_Love_Prevails_Chord_Layers,Keyboards,test
02 Electro House/Love Prevails Pluck Lead.mp3,7.601633,02_Electro_House_Love_Prevails_Pluck_Lead,Keyboards,train
02 Electro House/Love Prevails Synth Lead 01.mp3,7.601633,02_Electro_House_Love_Prevails_Synth_Lead_01,Keyboards,train
02 Electro House/Love Prevails Synth Lead 02.mp3,7.601633,02_Electro_House_Love_Prevails_Synth_Lead_02,Keyboards,test
02 Electro House/Love Prevails Synth Lead 03.mp3,7.601633,02_Electro_House_Love_Prevails_Synth_Lead_03,Keyboards,train
02 Electro House/Lucky Charm Synth.mp3,7.758367,02_Electro_House_Lucky_Charm_Synth,Keyboards,train
02 Electro House/Luminosity Synth Layers.mp3,7.601633,02_Electro_House_Luminosity_Synth_Layers,Keyboards,train
02 Electro House/Luscious Chords Synth.mp3,7.758367,02_Electro_House_Luscious_Chords_Synth,Keyboards,train
02 Electro House/Machine Sync Bass.mp3,7.758367,02_Electro_House_Machine_Sync_Bass,Bass,train
02 Electro House/Mad Hatter Beat 01.mp3,3.84,02_Electro_House_Mad_Hatter_Beat_01,Electronic Beats,train
02 Electro House/Mad Hatter Beat 02.mp3,3.84,02_Electro_House_Mad_Hatter_Beat_02,Electronic Beats,train
02 Electro House/Mad Hatter Beat 03.mp3,3.84,02_Electro_House_Mad_Hatter_Beat_03,Electronic Beats,train
02 Electro House/Mad Hatter Beat 04.mp3,3.84,02_Electro_House_Mad_Hatter_Beat_04,Electronic Beats,train
02 Electro House/Magazine Cover Synth.mp3,7.758367,02_Electro_House_Magazine_Cover_Synth,Keyboards,train
02 Electro House/Marathon Train Beat 01.mp3,3.84,02_Electro_House_Marathon_Train_Beat_01,Electronic Beats,train
02 Electro House/Marathon Train Beat 02.mp3,3.84,02_Electro_House_Marathon_Train_Beat_02,Electronic Beats,train
02 Electro House/Marching Drum Topper.mp3,3.84,02_Electro_House_Marching_Drum_Topper,Electronic Beats,test
02 Electro House/Massive Air Synth.mp3,7.758367,02_Electro_House_Massive_Air_Synth,Keyboards,train
02 Electro House/Massive Anthem Synth.mp3,7.601633,02_Electro_House_Massive_Anthem_Synth,Keyboards,train
02 Electro House/Maximum Capacity Bass.mp3,7.601633,02_Electro_House_Maximum_Capacity_Bass,Bass,valid
02 Electro House/Measured Approach Synth.mp3,7.758367,02_Electro_House_Measured_Approach_Synth,Keyboards,train
02 Electro House/Mega Anthem Synth 2.mp3,7.601633,02_Electro_House_Mega_Anthem_Synth_2,Keyboards,train
02 Electro House/Megaton Pitch Bass.mp3,7.601633,02_Electro_House_Megaton_Pitch_Bass,Bass,train
02 Electro House/Mellow Out Synth Layers.mp3,7.601633,02_Electro_House_Mellow_Out_Synth_Layers,Keyboards,train
02 Electro House/Melodic Anthem Synth.mp3,7.601633,02_Electro_House_Melodic_Anthem_Synth,Keyboards,train
02 Electro House/Melodic Bend Bass.mp3,7.758367,02_Electro_House_Melodic_Bend_Bass,Bass,test
02 Electro House/Melodic Drone Bass.mp3,7.758367,02_Electro_House_Melodic_Drone_Bass,Bass,test
