path,duration,id,genre,split
22 Skyline Heat/Next Level Synth Bass.mp3,6.086531,22_Skyline_Heat_Next_Level_Synth_Bass,Hip Hop/RnB,train
22 Skyline Heat/Next Level Synth Lead.mp3,6.086531,22_Skyline_Heat_Next_Level_Synth_Lead,Hip Hop/RnB,train
22 Skyline Heat/Next Level Synth Melody 01.mp3,6.086531,22_Skyline_Heat_Next_Level_Synth_Melody_01,Hip Hop/RnB,train
22 Skyline Heat/Next Level Synth Melody 02.mp3,6.086531,22_Skyline_Heat_Next_Level_Synth_Melody_02,Hip Hop/RnB,train
22 Skyline Heat/Next Level Synth Melody 03.mp3,6.086531,22_Skyline_Heat_Next_Level_Synth_Melody_03,Hip Hop/RnB,train
22 Skyline Heat/Next Level Synth Pad.mp3,6.086531,22_Skyline_Heat_Next_Level_Synth_Pad,Hip Hop/RnB,test
22 Skyline Heat/Next Level Topper 01.mp3,6.086531,22_Skyline_Heat_Next_Level_Topper_01,Hip Hop/RnB,train
22 Skyline Heat/Next Level Topper 02.mp3,3.108571,22_Skyline_Heat_Next_Level_Topper_02,Hip Hop/RnB,train
22 Skyline Heat/Next Level Vox 01.mp3,6.086531,22_Skyline_Heat_Next_Level_Vox_01,Hip Hop/RnB,train
22 Skyline Heat/Next Level Vox 03.mp3,6.086531,22_Skyline_Heat_Next_Level_Vox_03,Hip Hop/RnB,train
22 Skyline Heat/Pressure Drop Clap.mp3,3.94449,22_Skyline_Heat_Pressure_Drop_Clap,Hip Hop/RnB,train
22 Skyline Heat/Pressure Drop Cymbals 01.mp3,3.94449,22_Skyline_Heat_Pressure_Drop_Cymbals_01,Hip Hop/RnB,train
22 Skyline Heat/Pressure Drop Cymbals 02.mp3,3.94449,22_Skyline_Heat_Pressure_Drop_Cymbals_02,Hip Hop/RnB,test
22 Skyline Heat/Pressure Drop Hi-Hat 01.mp3,7.758367,22_Skyline_Heat_Pressure_Drop_Hi-Hat_01,Hip Hop/RnB,valid
22 Skyline Heat/Pressure Drop Hi-Hat 02.mp3,3.94449,22_Skyline_Heat_Pressure_Drop_Hi-Hat_02,Hip Hop/RnB,train
22 Skyline Heat/Pressure Drop Kick.mp3,7.758367,22_Skyline_Heat_Pressure_Drop_Kick,Hip Hop/RnB,train
22 Skyline Heat/Pressure Drop Piano Chords 01.mp3,7.758367,22_Skyline_Heat_Pressure_Drop_Piano_Chords_01,Hip Hop/RnB,train
22 Skyline Heat/Pressure Drop Piano Chords 02.mp3,3.94449,22_Skyline_Heat_Pressure_Drop_Piano_Chords_02,Hip Hop/RnB,train
22 Skyline Heat/Pressure Drop Piano Chords 03.mp3,7.758367,22_Skyline_Heat_Pressure_Drop_Piano_Chords_03,Hip Hop/RnB,valid
22 Skyline Heat/Pressure Drop Piano Chords 04.mp3,7.758367,22_Skyline_Heat_Pressure_Drop_Piano_Chords_04,Hip Hop/RnB,train
22 Skyline Heat/Pressure Drop Snare Fill.mp3,2.011429,22_Skyline_Heat_Pressure_Drop_Snare_Fill,Hip Hop/RnB,train
22 Skyline Heat/Pressure Drop Snare.mp3,3.94449,22_Skyline_Heat_Pressure_Drop_Snare,Hip Hop/RnB,train
22 Skyline Heat/Pressure Drop Sub Bass 01.mp3,7.758367,22_Skyline_Heat_Pressure_Drop_Sub_Bass_01,Hip Hop/RnB,train
22 Skyline Heat/Pressure Drop Sub Bass 02.mp3,7.758367,22_Skyline_Heat_Pressure_Drop_Sub_Bass_02,Hip Hop/RnB,train
22 Skyline Heat/Pressure Drop Synth Arp.mp3,7.758367,22_Skyline_Heat_Pressure_Drop_Synth_Arp,Hip Hop/RnB,train
22 Skyline Heat/Pressure Drop Synth Bass 01.mp3,7.758367,22_Skyline_Heat_Pressure_Drop_Synth_Bass_01,Hip Hop/RnB,train
22 Skyline Heat/Pressure Drop Synth Bass 02.mp3,7.758367,22_Skyline_Heat_Pressure_Drop_Synth_Bass_02,Hip Hop/RnB,train
22 Skyline Heat/Pressure Drop Synth Chords 01.mp3,7.758367,22_Skyline_Heat_Pressure_Drop_Synth_Chords_01,Hip Hop/RnB,train
22 Skyline Heat/Pressure Drop Synth Chords 02.mp3,7.758367,22_Skyline_Heat_Pressure_Drop_Synth_Chords_02,Hip Hop/RnB,train
22 Skyline Heat/Pressure Drop Synth Melody.mp3,7.758367,22_Skyline_Heat_Pressure_Drop_Synth_Melody,Hip Hop/RnB,train
22 Skyline Heat/Pressure Drop Synth Plucks 01.mp3,7.758367,22_Skyline_Heat_Pressure_Drop_Synth_Plucks_01,Hip Hop/RnB,test
22 Skyline Heat/Pressure Drop Synth Plucks 02.mp3,7.758367,22_Skyline_Heat_Pressure_Drop_Synth_Plucks_02,Hip Hop/RnB,valid
22 Skyline Heat/Pressure Drop Vox 01.mp3,3.94449,22_Skyline_Heat_Pressure_Drop_Vox_01,Hip Hop/RnB,train
22 Skyline Heat/Pressure Drop Vox 02.mp3,7.758367,22_Skyline_Heat_Pressure_Drop_Vox_02,Hip Hop/RnB,test
22 Skyline Heat/South City Brass Stabs.mp3,4.989388,22_Skyline_Heat_South_City_Brass_Stabs,Hip Hop/RnB,train
22 Skyline Heat/South City Clap.mp3,4.989388,22_Skyline_Heat_South_City_Clap,Hip Hop/RnB,valid
22 Skyline Heat/South City Cymbal.mp3,4.989388,22_Skyline_Heat_South_City_Cymbal,Hip Hop/RnB,train
22 Skyline Heat/South City Hi-Hat 01.mp3,4.989388,22_Skyline_Heat_South_City_Hi-Hat_01,Hip Hop/RnB,train
22 Skyline Heat/South City Hi-Hat 02.mp3,4.989388,22_Skyline_Heat_South_City_Hi-Hat_02,Hip Hop/RnB,train
22 Skyline Heat/South City Kick.mp3,4.989388,22_Skyline_Heat_South_City_Kick,Hip Hop/RnB,train
22 Skyline Heat/South City Steel Drum Melody 01.mp3,4.989388,22_Skyline_Heat_South_City_Steel_Drum_Melody_01,Hip Hop/RnB,train
22 Skyline Heat/South City Steel Drum Melody 02.mp3,4.989388,22_Skyline_Heat_South_City_Steel_Drum_Melody_02,Hip Hop/RnB,train
22 Skyline Heat/South City Steel Drum Melody 03.mp3,4.989388,22_Skyline_Heat_South_City_Steel_Drum_Melody_03,Hip Hop/RnB,train
22 Skyline Heat/South City Steel Drum Melody 04.mp3,4.989388,22_Skyline_Heat_South_City_Steel_Drum_Melody_04,Hip Hop/RnB,train
22 Skyline Heat/South City Sub Bass 01.mp3,4.989388,22_Skyline_Heat_South_City_Sub_Bass_01,Hip Hop/RnB,train
22 Skyline Heat/South City Sub Bass 02.mp3,4.989388,22_Skyline_Heat_South_City_Sub_Bass_02,Hip Hop/RnB,train
22 Skyline Heat/South City Synth Bass.mp3,9.874286,22_Skyline_Heat_South_City_Synth_Bass,Hip Hop/RnB,train
22 Skyline Heat/South City Synth Chords.mp3,4.989388,22_Skyline_Heat_South_City_Synth_Chords,Hip Hop/RnB,train
22 Skyline Heat/South City Synth Lead.mp3,4.989388,22_Skyline_Heat_South_City_Synth_Lead,Hip Hop/RnB,train
22 Skyline Heat/South City Synth Pad 01.mp3,9.874286,22_Skyline_Heat_South_City_Synth_Pad_01,Hip Hop/RnB,test
22 Skyline Heat/South City Synth Pad 02.mp3,4.989388,22_Skyline_Heat_South_City_Synth_Pad_02,Hip Hop/RnB,valid
22 Skyline Heat/South City Synth Plucks 01.mp3,4.989388,22_Skyline_Heat_South_City_Synth_Plucks_01,Hip Hop/RnB,train
22 Skyline Heat/South City Synth Plucks 02.mp3,4.989388,22_Skyline_Heat_South_City_Synth_Plucks_02,Hip Hop/RnB,train
22 Skyline Heat/South City Topper 01.mp3,4.989388,22_Skyline_Heat_South_City_Topper_01,Hip Hop/RnB,train
22 Skyline Heat/South City Topper 02.mp3,9.874286,22_Skyline_Heat_South_City_Topper_02,Hip Hop/RnB,train
22 Skyline Heat/South City Topper 03.mp3,4.989388,22_Skyline_Heat_South_City_Topper_03,Hip Hop/RnB,train
22 Skyline Heat/South City Vox 01.mp3,4.989388,22_Skyline_Heat_South_City_Vox_01,Hip Hop/RnB,train
22 Skyline Heat/South City Vox 02.mp3,4.989388,22_Skyline_Heat_South_City_Vox_02,Hip Hop/RnB,train
22 Skyline Heat/South City Vox 03.mp3,4.989388,22_Skyline_Heat_South_City_Vox_03,Hip Hop/RnB,train
22 Skyline Heat/South City Vox Pad.mp3,4.989388,22_Skyline_Heat_South_City_Vox_Pad,Hip Hop/RnB,test
22 Skyline Heat/Sparkle and Shine Cymbal.mp3,3.108571,22_Skyline_Heat_Sparkle_and_Shine_Cymbal,Hip Hop/RnB,train
22 Skyline Heat/Sparkle and Shine Electric Bass 01.mp3,6.086531,22_Skyline_Heat_Sparkle_and_Shine_Electric_Bass_01,Hip Hop/RnB,train
22 Skyline Heat/Sparkle and Shine Electric Bass 02.mp3,6.086531,22_Skyline_Heat_Sparkle_and_Shine_Electric_Bass_02,Hip Hop/RnB,valid
22 Skyline Heat/Sparkle and Shine Hi-Hat 01.mp3,6.086531,22_Skyline_Heat_Sparkle_and_Shine_Hi-Hat_01,Hip Hop/RnB,train
22 Skyline Heat/Sparkle and Shine Hi-Hat 02.mp3,6.086531,22_Skyline_Heat_Sparkle_and_Shine_Hi-Hat_02,Hip Hop/RnB,train
22 Skyline Heat/Sparkle and Shine Kick 01.mp3,6.086531,22_Skyline_Heat_Sparkle_and_Shine_Kick_01,Hip Hop/RnB,train
22 Skyline Heat/Sparkle and Shine Kick 02.mp3,6.086531,22_Skyline_Heat_Sparkle_and_Shine_Kick_02,Hip Hop/RnB,train
22 Skyline Heat/Sparkle and Shine Piano Chords 02.mp3,6.086531,22_Skyline_Heat_Sparkle_and_Shine_Piano_Chords_02,Hip Hop/RnB,train
22 Skyline Heat/Sparkle and Shine Snare 01.mp3,6.086531,22_Skyline_Heat_Sparkle_and_Shine_Snare_01,Hip Hop/RnB,train
22 Skyline Heat/Sparkle and Shine Snare 02.mp3,6.086531,22_Skyline_Heat_Sparkle_and_Shine_Snare_02,Hip Hop/RnB,train
22 Skyline Heat/Sparkle and Shine Snare 03.mp3,6.086531,22_Skyline_Heat_Sparkle_and_Shine_Snare_03,Hip Hop/RnB,train
22 Skyline Heat/Sparkle and Shine Snare Fill.mp3,1.593469,22_Skyline_Heat_Sparkle_and_Shine_Snare_Fill,Hip Hop/RnB,train
22 Skyline Heat/Sparkle and Shine Sub Bass 01.mp3,6.086531,22_Skyline_Heat_Sparkle_and_Shine_Sub_Bass_01,Hip Hop/RnB,train
22 Skyline Heat/Sparkle and Shine Sub Bass 02.mp3,6.086531,22_Skyline_Heat_Sparkle_and_Shine_Sub_Bass_02,Hip Hop/RnB,train
22 Skyline Heat/Sparkle and Shine Synth Arp 01.mp3,6.086531,22_Skyline_Heat_Sparkle_and_Shine_Synth_Arp_01,Hip Hop/RnB,valid
22 Skyline Heat/Sparkle and Shine Synth Arp 02.mp3,6.086531,22_Skyline_Heat_Sparkle_and_Shine_Synth_Arp_02,Hip Hop/RnB,train
22 Skyline Heat/Sparkle and Shine Synth Arp 03.mp3,6.086531,22_Skyline_Heat_Sparkle_and_Shine_Synth_Arp_03,Hip Hop/RnB,test
22 Skyline Heat/Sparkle and Shine Synth Arp 04.mp3,6.086531,22_Skyline_Heat_Sparkle_and_Shine_Synth_Arp_04,Hip Hop/RnB,train
22 Skyline Heat/Sparkle and Shine Synth Plucks 01.mp3,6.086531,22_Skyline_Heat_Sparkle_and_Shine_Synth_Plucks_01,Hip Hop/RnB,test
22 Skyline Heat/Sparkle and Shine Synth Plucks 02.mp3,6.086531,22_Skyline_Heat_Sparkle_and_Shine_Synth_Plucks_02,Hip Hop/RnB,valid
22 Skyline Heat/Sparkle and Shine Topper 01.mp3,6.086531,22_Skyline_Heat_Sparkle_and_Shine_Topper_01,Hip Hop/RnB,train
22 Skyline Heat/Sparkle and Shine Topper 02.mp3,3.108571,22_Skyline_Heat_Sparkle_and_Shine_Topper_02,Hip Hop/RnB,train
22 Skyline Heat/Sparkle and Shine Vocal FX.mp3,3.108571,22_Skyline_Heat_Sparkle_and_Shine_Vocal_FX,Hip Hop/RnB,train
23 Oblique Structures/Artificial Mind Beat 01.mp3,7.497143,23_Oblique_Structures_Artificial_Mind_Beat_01,Electronic,train
23 Oblique Structures/Artificial Mind Beat 02.mp3,7.497143,23_Oblique_Structures_Artificial_Mind_Beat_02,Electronic,valid
23 Oblique Structures/Artificial Mind Beat 03.mp3,7.497143,23_Oblique_Structures_Artificial_Mind_Beat_03,Electronic,train
23 Oblique Structures/Artificial Mind FX.mp3,7.497143,23_Oblique_Structures_Artificial_Mind_FX,Electronic,train
23 Oblique Structures/Artificial Mind Topper 01.mp3,7.497143,23_Oblique_Structures_Artificial_Mind_Topper_01,Electronic,train
23 Oblique Structures/Artificial Mind Topper 02.mp3,7.497143,23_Oblique_Structures_Artificial_Mind_Topper_02,Electronic,valid
23 Oblique Structures/Artificial Shriek FX.mp3,7.601633,23_Oblique_Structures_Artificial_Shriek_FX,Electronic,train
23 Oblique Structures/Astral Spheres Beat.mp3,8.097959,23_Oblique_Structures_Astral_Spheres_Beat,Electronic,train
23 Oblique Structures/Bass Waves Beat 01.mp3,7.497143,23_Oblique_Structures_Bass_Waves_Beat_01,Electronic,train
23 Oblique Structures/Bass Waves Beat 02.mp3,7.497143,23_Oblique_Structures_Bass_Waves_Beat_02,Electronic,train
23 Oblique Structures/Bass Waves Beat 03.mp3,7.497143,23_Oblique_Structures_Bass_Waves_Beat_03,Electronic,train
23 Oblique Structures/Bass Waves Beat 04.mp3,7.497143,23_Oblique_Structures_Bass_Waves_Beat_04,Electronic,train
23 Oblique Structures/Bass Waves Topper 01.mp3,7.497143,23_Oblique_Structures_Bass_Waves_Topper_01,Electronic,train
23 Oblique Structures/Bass Waves Topper 02.mp3,7.497143,23_Oblique_Structures_Bass_Waves_Topper_02,Electronic,train
23 Oblique Structures/Big Banger Beat 01.mp3,7.497143,23_Oblique_Structures_Big_Banger_Beat_01,Electronic,train
23 Oblique Structures/Big Banger Beat 02.mp3,7.497143,23_Oblique_Structures_Big_Banger_Beat_02,Electronic,test
23 Oblique Structures/Big Banger Topper 01.mp3,7.497143,23_Oblique_Structures_Big_Banger_Topper_01,Electronic,train
23 Oblique Structures/Big Banger Topper 02.mp3,7.497143,23_Oblique_Structures_Big_Banger_Topper_02,Electronic,train
23 Oblique Structures/Blue Chrome Beat.mp3,7.497143,23_Oblique_Structures_Blue_Chrome_Beat,Electronic,train
23 Oblique Structures/Blue Chrome Topper.mp3,7.497143,23_Oblique_Structures_Blue_Chrome_Topper,Electronic,train
23 Oblique Structures/Boom Crack Beat 01.mp3,7.497143,23_Oblique_Structures_Boom_Crack_Beat_01,Electronic,train
23 Oblique Structures/Boom Crack Beat 02.mp3,7.497143,23_Oblique_Structures_Boom_Crack_Beat_02,Electronic,train
23 Oblique Structures/Boom Crack Topper 01.mp3,7.497143,23_Oblique_Structures_Boom_Crack_Topper_01,Electronic,test
23 Oblique Structures/Calculated Machine Beat 01.mp3,7.497143,23_Oblique_Structures_Calculated_Machine_Beat_01,Electronic,train
23 Oblique Structures/Calculated Machine Beat 02.mp3,7.497143,23_Oblique_Structures_Calculated_Machine_Beat_02,Electronic,train
23 Oblique Structures/Calculated Machine Topper 01.mp3,7.497143,23_Oblique_Structures_Calculated_Machine_Topper_01,Electronic,train
23 Oblique Structures/Calculated Machine Topper 02.mp3,7.497143,23_Oblique_Structures_Calculated_Machine_Topper_02,Electronic,train
23 Oblique Structures/Chaotic Float Beat 01.mp3,7.497143,23_Oblique_Structures_Chaotic_Float_Beat_01,Electronic,train
23 Oblique Structures/Chaotic Float Beat 02.mp3,7.497143,23_Oblique_Structures_Chaotic_Float_Beat_02,Electronic,train
23 Oblique Structures/Chaotic Float Topper.mp3,7.497143,23_Oblique_Structures_Chaotic_Float_Topper,Electronic,train
23 Oblique Structures/Chrome Crusher Bass 01.mp3,7.497143,23_Oblique_Structures_Chrome_Crusher_Bass_01,Electronic,train
23 Oblique Structures/Chrome Crusher Bass 02.mp3,7.497143,23_Oblique_Structures_Chrome_Crusher_Bass_02,Electronic,train
23 Oblique Structures/Chrome Streets Beat 01.mp3,7.497143,23_Oblique_Structures_Chrome_Streets_Beat_01,Electronic,train
23 Oblique Structures/Chrome Streets Beat 02.mp3,7.497143,23_Oblique_Structures_Chrome_Streets_Beat_02,Electronic,train
23 Oblique Structures/Classic Open HH Topper.mp3,7.601633,23_Oblique_Structures_Classic_Open_HH_Topper,Electronic,valid
23 Oblique Structures/Climbing Higher Beat 01.mp3,7.497143,23_Oblique_Structures_Climbing_Higher_Beat_01,Electronic,train
23 Oblique Structures/Climbing Higher Beat 02.mp3,7.497143,23_Oblique_Structures_Climbing_Higher_Beat_02,Electronic,train
23 Oblique Structures/Climbing Higher Topper.mp3,7.497143,23_Oblique_Structures_Climbing_Higher_Topper,Electronic,valid
23 Oblique Structures/Code Talker Beat 01.mp3,7.497143,23_Oblique_Structures_Code_Talker_Beat_01,Electronic,test
23 Oblique Structures/Code Talker Beat 02.mp3,7.497143,23_Oblique_Structures_Code_Talker_Beat_02,Electronic,train
23 Oblique Structures/Cold Fusion Beat 01.mp3,7.497143,23_Oblique_Structures_Cold_Fusion_Beat_01,Electronic,train
23 Oblique Structures/Cold Fusion Beat 02.mp3,7.497143,23_Oblique_Structures_Cold_Fusion_Beat_02,Electronic,train
23 Oblique Structures/Cold Fusion Topper.mp3,7.497143,23_Oblique_Structures_Cold_Fusion_Topper,Electronic,train
23 Oblique Structures/Cosmic Beams Beat 01.mp3,7.497143,23_Oblique_Structures_Cosmic_Beams_Beat_01,Electronic,train
23 Oblique Structures/Cosmic Beams Beat 02.mp3,7.497143,23_Oblique_Structures_Cosmic_Beams_Beat_02,Electronic,valid
23 Oblique Structures/Cosmic Beams Topper 01.mp3,7.497143,23_Oblique_Structures_Cosmic_Beams_Topper_01,Electronic,train
23 Oblique Structures/Crystal Zeppelin Topper.mp3,7.497143,23_Oblique_Structures_Crystal_Zeppelin_Topper,Electronic,train
23 Oblique Structures/Dark Crusher Beat 01.mp3,7.497143,23_Oblique_Structures_Dark_Crusher_Beat_01,Electronic,train
23 Oblique Structures/Dark Crusher Beat 02.mp3,7.497143,23_Oblique_Structures_Dark_Crusher_Beat_02,Electronic,train
23 Oblique Structures/Dark Crusher Topper.mp3,7.497143,23_Oblique_Structures_Dark_Crusher_Topper,Electronic,train
23 Oblique Structures/Dark Hammer Beat 01.mp3,7.497143,23_Oblique_Structures_Dark_Hammer_Beat_01,Electronic,train
23 Oblique Structures/Dark Hammer Beat 02.mp3,7.497143,23_Oblique_Structures_Dark_Hammer_Beat_02,Electronic,train
23 Oblique Structures/Dark Hammer Topper 01.mp3,7.497143,23_Oblique_Structures_Dark_Hammer_Topper_01,Electronic,valid
23 Oblique Structures/Dark Hammer Topper 02.mp3,7.497143,23_Oblique_Structures_Dark_Hammer_Topper_02,Electronic,train
23 Oblique Structures/Dark Nebula Beat 01.mp3,7.497143,23_Oblique_Structures_Dark_Nebula_Beat_01,Electronic,train
23 Oblique Structures/Dark Nebula Beat 02.mp3,7.497143,23_Oblique_Structures_Dark_Nebula_Beat_02,Electronic,valid
23 Oblique Structures/Dark Nebula Topper 01.mp3,7.497143,23_Oblique_Structures_Dark_Nebula_Topper_01,Electronic,train
23 Oblique Structures/Dark Nebula Topper 02.mp3,7.497143,23_Oblique_Structures_Dark_Nebula_Topper_02,Electronic,train
23 Oblique Structures/Dark Stormcloud Beat 01.mp3,7.497143,23_Oblique_Structures_Dark_Stormcloud_Beat_01,Electronic,test
23 Oblique Structures/Dark Stormcloud Beat 02.mp3,7.497143,23_Oblique_Structures_Dark_Stormcloud_Beat_02,Electronic,train
23 Oblique Structures/Dark Stormcloud Topper 01.mp3,7.497143,23_Oblique_Structures_Dark_Stormcloud_Topper_01,Electronic,train
23 Oblique Structures/Dark Stormcloud Topper 02.mp3,7.497143,23_Oblique_Structures_Dark_Stormcloud_Topper_02,Electronic,train
23 Oblique Structures/Dark Subterranean Beat 01.mp3,7.497143,23_Oblique_Structures_Dark_Subterranean_Beat_01,Electronic,train
23 Oblique Structures/Dark Subterranean Beat 02.mp3,7.497143,23_Oblique_Structures_Dark_Subterranean_Beat_02,Electronic,train
23 Oblique Structures/Dark Subterranean Pad 01.mp3,7.497143,23_Oblique_Structures_Dark_Subterranean_Pad_01,Electronic,train
23 Oblique Structures/Dark Subterranean Synth.mp3,7.497143,23_Oblique_Structures_Dark_Subterranean_Synth,Electronic,train
23 Oblique Structures/Dark Subterranean Topper 01.mp3,7.497143,23_Oblique_Structures_Dark_Subterranean_Topper_01,Electronic,train
23 Oblique Structures/Dark Subterranean Topper 02.mp3,7.497143,23_Oblique_Structures_Dark_Subterranean_Topper_02,Electronic,train
23 Oblique Structures/Deep Cuts Beat 01.mp3,7.497143,23_Oblique_Structures_Deep_Cuts_Beat_01,Electronic,train
23 Oblique Structures/Deep Cuts Beat 02.mp3,7.497143,23_Oblique_Structures_Deep_Cuts_Beat_02,Electronic,train
23 Oblique Structures/Deep Cuts Topper.mp3,7.497143,23_Oblique_Structures_Deep_Cuts_Topper,Electronic,train
23 Oblique Structures/Deep Dreams Beat 01.mp3,7.497143,23_Oblique_Structures_Deep_Dreams_Beat_01,Electronic,train
23 Oblique Structures/Deep Dreams Beat 02.mp3,7.497143,23_Oblique_Structures_Deep_Dreams_Beat_02,Electronic,train
23 Oblique Structures/Deep Dreams Beat 03.mp3,7.497143,23_Oblique_Structures_Deep_Dreams_Beat_03,Electronic,train
23 Oblique Structures/Deep Machine Beat 01.mp3,7.497143,23_Oblique_Structures_Deep_Machine_Beat_01,Electronic,train
23 Oblique Structures/Deep Machine Beat 02.mp3,7.497143,23_Oblique_Structures_Deep_Machine_Beat_02,Electronic,train
23 Oblique Structures/Deep Machine Topper.mp3,7.497143,23_Oblique_Structures_Deep_Machine_Topper,Electronic,train
23 Oblique Structures/Deep Pipes Beat 01.mp3,7.497143,23_Oblique_Structures_Deep_Pipes_Beat_01,Electronic,train
23 Oblique Structures/Deep Pipes Beat 02.mp3,7.497143,23_Oblique_Structures_Deep_Pipes_Beat_02,Electronic,train
23 Oblique Structures/Deep Pipes Topper.mp3,7.497143,23_Oblique_Structures_Deep_Pipes_Topper,Electronic,train
23 Oblique Structures/Deep Techno Beat 01.mp3,7.497143,23_Oblique_Structures_Deep_Techno_Beat_01,Electronic,train
23 Oblique Structures/Deep Techno Beat 02.mp3,7.497143,23_Oblique_Structures_Deep_Techno_Beat_02,Electronic,test
23 Oblique Structures/Deep Techno FX 01.mp3,7.497143,23_Oblique_Structures_Deep_Techno_FX_01,Electronic,train
23 Oblique Structures/Deep Techno Topper.mp3,7.497143,23_Oblique_Structures_Deep_Techno_Topper,Electronic,train
23 Oblique Structures/Distant Signals Beat 01.mp3,7.497143,23_Oblique_Structures_Distant_Signals_Beat_01,Electronic,train
23 Oblique Structures/Distant Signals Beat 02.mp3,7.497143,23_Oblique_Structures_Distant_Signals_Beat_02,Electronic,train
23 Oblique Structures/Distant Signals Topper 01.mp3,7.497143,23_Oblique_Structures_Distant_Signals_Topper_01,Electronic,test
23 Oblique Structures/Distant Signals Topper 02.mp3,7.497143,23_Oblique_Structures_Distant_Signals_Topper_02,Electronic,train
23 Oblique Structures/Driving HH Topper.mp3,7.497143,23_Oblique_Structures_Driving_HH_Topper,Electronic,train
23 Oblique Structures/Eon Spheres Synth 01.mp3,7.497143,23_Oblique_Structures_Eon_Spheres_Synth_01,Electronic,train
23 Oblique Structures/Eon Spheres Synth 02.mp3,7.497143,23_Oblique_Structures_Eon_Spheres_Synth_02,Electronic,train
23 Oblique Structures/Foreshadow Beat 01.mp3,7.497143,23_Oblique_Structures_Foreshadow_Beat_01,Electronic,test
23 Oblique Structures/Foreshadow Beat 02.mp3,7.497143,23_Oblique_Structures_Foreshadow_Beat_02,Electronic,train
23 Oblique Structures/Foreshadow Topper 01.mp3,7.497143,23_Oblique_Structures_Foreshadow_Topper_01,Electronic,train
23 Oblique Structures/Foreshadow Topper 02.mp3,7.497143,23_Oblique_Structures_Foreshadow_Topper_02,Electronic,train
23 Oblique Structures/Hammered Nail Beat 01.mp3,7.497143,23_Oblique_Structures_Hammered_Nail_Beat_01,Electronic,train
23 Oblique Structures/Hammered Nail Beat 02.mp3,7.497143,23_Oblique_Structures_Hammered_Nail_Beat_02,Electronic,train
23 Oblique Structures/Hammered Nail Topper 01.mp3,7.497143,23_Oblique_Structures_Hammered_Nail_Topper_01,Electronic,train
23 Oblique Structures/Hammered Nail Topper 02.mp3,7.497143,23_Oblique_Structures_Hammered_Nail_Topper_02,Electronic,train
23 Oblique Structures/Hard Hitting Beat 01.mp3,7.497143,23_Oblique_Structures_Hard_Hitting_Beat_01,Electronic,valid
23 Oblique Structures/Hard Hitting Beat 02.mp3,7.497143,23_Oblique_Structures_Hard_Hitting_Beat_02,Electronic,valid
23 Oblique Structures/Hard Hitting Beat 03.mp3,7.497143,23_Oblique_Structures_Hard_Hitting_Beat_03,Electronic,train
23 Oblique Structures/Hard Hitting Topper.mp3,7.497143,23_Oblique_Structures_Hard_Hitting_Topper,Electronic,train
23 Oblique Structures/Hard Knocking Beat 01.mp3,7.497143,23_Oblique_Structures_Hard_Knocking_Beat_01,Electronic,train
23 Oblique Structures/Hard Knocking Beat 02.mp3,7.497143,23_Oblique_Structures_Hard_Knocking_Beat_02,Electronic,test
23 Oblique Structures/Hard Knocking Beat 03.mp3,7.497143,23_Oblique_Structures_Hard_Knocking_Beat_03,Electronic,train
23 Oblique Structures/Hard Knocking Topper 01.mp3,7.497143,23_Oblique_Structures_Hard_Knocking_Topper_01,Electronic,train
23 Oblique Structures/Hard Knocking Topper 03.mp3,7.497143,23_Oblique_Structures_Hard_Knocking_Topper_03,Electronic,train
23 Oblique Structures/Hidden Zenith Beat 01.mp3,7.497143,23_Oblique_Structures_Hidden_Zenith_Beat_01,Electronic,train
23 Oblique Structures/Hidden Zenith Beat 02.mp3,7.497143,23_Oblique_Structures_Hidden_Zenith_Beat_02,Electronic,train
23 Oblique Structures/Hidden Zenith Topper 01.mp3,7.497143,23_Oblique_Structures_Hidden_Zenith_Topper_01,Electronic,train
23 Oblique Structures/Hidden Zenith Topper 02.mp3,7.497143,23_Oblique_Structures_Hidden_Zenith_Topper_02,Electronic,train
23 Oblique Structures/Hidden Zenith Topper 03.mp3,7.497143,23_Oblique_Structures_Hidden_Zenith_Topper_03,Electronic,train
23 Oblique Structures/Hollow Tubes Beat 01.mp3,7.497143,23_Oblique_Structures_Hollow_Tubes_Beat_01,Electronic,train
23 Oblique Structures/Hollow Tubes Beat 02.mp3,7.497143,23_Oblique_Structures_Hollow_Tubes_Beat_02,Electronic,valid
23 Oblique Structures/Hollow Tubes Topper.mp3,7.497143,23_Oblique_Structures_Hollow_Tubes_Topper,Electronic,train
23 Oblique Structures/Insect Insight Vox 01.mp3,1.933061,23_Oblique_Structures_Insect_Insight_Vox_01,Electronic,train
23 Oblique Structures/Insect Insight Vox 02.mp3,7.497143,23_Oblique_Structures_Insect_Insight_Vox_02,Electronic,train
23 Oblique Structures/Insect Insight Vox 03.mp3,7.497143,23_Oblique_Structures_Insect_Insight_Vox_03,Electronic,train
23 Oblique Structures/Intricate Machine Beat 01.mp3,7.497143,23_Oblique_Structures_Intricate_Machine_Beat_01,Electronic,train
23 Oblique Structures/Intricate Machine Beat 02.mp3,7.497143,23_Oblique_Structures_Intricate_Machine_Beat_02,Electronic,train
23 Oblique Structures/Lunar Peak Beat.mp3,7.497143,23_Oblique_Structures_Lunar_Peak_Beat,Electronic,train
23 Oblique Structures/Lunar Peak Topper.mp3,7.497143,23_Oblique_Structures_Lunar_Peak_Topper,Electronic,train
